"Title","Tomatometer","Fresh","Audience.score","Rating","Parental.Control","Genre1","Genre2","Genre3","Director","Production","DirectorIsWriter","Runtime","Release.Date","Release.Year","Release.Season","Release.isWide"
"Inside Daisy Clover",33,"No",52,"G","Yes","drama",NA,NA,"RobertMulligan","WarnerBros.",NA,128,2012-05-08,"2012","spring",""
"The Express",62,"Yes",75,"PG","No","biography","drama",NA,"GaryFleder","DavisEntertainment","No",129,2008-10-10,"2008","autumn","Yes"
"Goodbye, Mr. Chips",100,"Yes",71,"G","Yes","musical",NA,NA,"HerbertRoss","Metro-Goldwyn-Mayer,APJACProductions",NA,151,2016-03-27,"2016","spring",""
"Closing The Ring",32,"No",58,"R","No","drama","romance",NA,"RichardAttenborough","PremierePicture",NA,119,2017-03-28,"2017","spring",""
"Holly",65,"Yes",64,"R","No","drama",NA,NA,"GuyMoshe","PriorityFilms,VoxEntertainment",NA,114,2017-04-26,"2017","spring",""
"Igor",39,"No",38,"PG","No","kidsandfamily","animation","comedy","AnthonyLeondis","ExodusFilmGroup",NA,86,2008-09-19,"2008","summer","Yes"
"Saw V",13,"No",52,"R","No","horror","mysteryandthriller",NA,"DavidHackl","TwistedPictures","No",92,2008-10-24,"2008","autumn","Yes"
"The Duchess",62,"Yes",67,"PG-13","No","history","drama",NA,"SaulDibb","QwertyFilms,ParamountVantage,BBCFilms,Pathé,MagnoliaMae","No",109,2008-09-19,"2008","summer","No"
"Vicky Cristina Barcelona",81,"Yes",74,"PG-13","No","drama","comedy","romance","WoodyAllen","MediaproPictures",NA,96,2008-08-15,"2008","summer","Yes"
"RocknRolla",60,"Yes",71,"R","No","action","crime","drama","GuyRitchie","WarnerBros.,DarkCastleEntertainment","Yes",114,2008-10-31,"2008","autumn","Yes"
"Lakeview Terrace",44,"No",39,"PG-13","No","mysteryandthriller","drama",NA,"NeilLaBute","OverbrookEntertainment","No",106,2008-09-19,"2008","summer","Yes"
"Fireproof",38,"No",82,"PG","No","drama",NA,NA,"AlexKendrick",NA,NA,122,2008-09-26,"2008","autumn","No"
"Nick And Norah's Infinite Playlist",75,"Yes",65,"PG-13","No","romance",NA,NA,"PeterSollett","DepthofField,MandatePictures","No",89,2008-10-03,"2008","autumn","Yes"
"Roman Polanski: Wanted And Desired",85,"Yes",78,"G","Yes","crime","drama","documentary","MarinaZenovich","BBC,AntidoteFilms",NA,100,2008-07-11,"2008","summer","No"
"The Rocker",41,"No",46,"PG-13","No","comedy",NA,NA,"PeterCattaneo","21LapsEntertainment","No",102,2008-08-20,"2008","summer","Yes"
"College",5,"No",27,"R","No","comedy",NA,NA,"DebHagan","ElementFilms",NA,94,2008-08-29,"2008","summer","Yes"
"Just Buried",33,"No",36,"G","Yes","drama","comedy",NA,"ChazThorne","TrilogyEntertainmentGroup",NA,94,2017-05-23,"2017","spring",""
"Giorni E Nuvole (Days And Clouds)",81,"Yes",62,"G","Yes","drama",NA,NA,"SilvioSoldini","AmkaFilmsProductions,Lumière&Company",NA,119,2008-07-11,"2008","summer","No"
"The Lucky Ones",37,"No",54,"R","No","drama",NA,NA,"NeilBurger","LionsgateFilms,QEDInternational,RoadsideAttractions","Yes",115,2008-09-26,"2008","autumn","No"
"Frontrunners",85,"Yes",59,"G","Yes","documentary",NA,NA,"CarolineSuh","ErikaFrankel",NA,83,2017-05-22,"2017","spring",""
"Splinter",73,"Yes",49,"R","No","horror",NA,NA,"TobyWilkins","KishProds.","No",82,2008-10-31,"2008","autumn","No"
"Something Of Value (Africa Ablaze)",40,"No",52,"G","Yes","drama",NA,NA,"RichardBrooks","Metro-Goldwyn-Mayer",NA,113,2017-01-12,"2017","winter",""
"HULK VS.",100,"Yes",67,"PG-13","No","fantasy","action","animation","SamLiu,FrankPaur","MarvelStudios,MLGProductions6","No",78,2015-11-05,"2015","autumn",""
"El Norte",86,"Yes",82,"R","No","drama",NA,NA,"GregoryNava","AmericanPlayhouse",NA,139,1983-01-01,"1983","winter","Yes"
"Supercop",96,"Yes",74,"R","No","action",NA,NA,"StanleyTong","GoldenHarvestCompany",NA,91,2016-10-22,"2016","autumn",""
"Blindsight",98,"Yes",83,"PG","No","adventure","documentary",NA,"LucyWalker","SybilRobson",NA,104,2017-01-20,"2017","winter",""
"On The Road With Judas",60,"Yes",64,"G","Yes","drama","comedy",NA,"J.J.Lask",NA,"Yes",92,2020-07-26,"2020","summer",""
"Babylon A.D.",6,"No",26,"PG-13","No","scifi","action","mysteryandthriller","MathieuKassovitz","Canal+,M6FilmsProduction,StudioCanal","No",90,2008-08-29,"2008","summer","Yes"
"The Alphabet Killer",13,"No",23,"R","No","crime","drama","mysteryandthriller","RobSchmidt","IntrinsicValueFilms",NA,98,2008-11-07,"2008","autumn","No"
"Righteous Kill",18,"No",37,"R","No","crime","drama",NA,"JonAvnet","Emmett/FurlaFilms,MillenniumFilms",NA,100,2008-09-12,"2008","summer","Yes"
"Repo! The Genetic Opera",40,"No",73,"R","No","horror","musical",NA,"DarrenBousman","TwistedPictures",NA,98,2008-11-07,"2008","autumn","No"
"Brick Lane",68,"Yes",60,"PG-13","No","drama",NA,NA,"SarahGavron","RubyFilms","No",101,2008-06-20,"2008","spring","No"
"Ping Pong Playa",64,"Yes",52,"PG-13","No","comedy",NA,NA,"JessicaYu","CherrySkyFilms","No",96,2008-09-05,"2008","summer","No"
"Age Of Consent",100,"Yes",52,"R","No","drama",NA,NA,"MichaelPowell","NautilusProductions",NA,99,2010-04-01,"2010","spring",""
"My Best Friend's Girl",14,"No",46,"R","No","romance",NA,NA,"HowardDeutch","LionsgateFilms","No",103,2008-09-19,"2008","summer","Yes"
"City Of Ember",53,"No",46,"PG","No","fantasy","adventure","kidsandfamily","GilKenan","PlaytoneProductions,WaldenMedia","No",95,2008-10-10,"2008","autumn","Yes"
"Swing Vote",39,"No",41,"PG-13","No","comedy",NA,NA,"JoshuaMichaelStern","TreehouseFilms,TouchstonePictures","No",119,2008-08-01,"2008","summer","Yes"
"Henry Poole Is Here",40,"No",52,"PG","No","drama","comedy",NA,"MarkPellington","LakeshoreEntertainment","No",101,2008-08-15,"2008","summer","No"
"Brideshead Revisited",62,"Yes",52,"PG-13","No","drama","romance",NA,"JulianJarrold","EcosseFilms",NA,134,2008-07-25,"2008","summer","No"
"The Order Of Myths",100,"Yes",70,"G","Yes","documentary",NA,NA,"MargaretBrown","SaraAlizeCross",NA,97,2008-07-25,"2008","summer","No"
"Patti Smith: Dream Of Life",67,"Yes",76,"G","Yes","music","documentary",NA,"StevenSebring","ScottVogel",NA,109,2017-02-15,"2017","winter",""
"Amal",100,"Yes",90,"G","Yes","drama",NA,NA,"RichieMehta","EntertainmentOne","No",101,2016-06-06,"2016","spring",""
"Appaloosa",76,"Yes",55,"R","No","western","drama",NA,"EdHarris","GroundswellProductions",NA,116,2008-10-03,"2008","autumn","Yes"
"All Roads Lead Home",14,"No",54,"PG","No","drama",NA,NA,"DennisFallon","DennisFallon",NA,108,2017-03-27,"2017","spring",""
"Max Payne",16,"No",29,"PG-13","No","action","mysteryandthriller","crime","JohnMoore","FirmFilms,DepthEntertainment","No",99,2008-10-17,"2008","autumn","Yes"
"Tôkyô Zankoku Keisatsu (Tokyo Gore Police)",82,"Yes",61,"G","Yes","horror","action",NA,"YoshihiroNishimura",NA,NA,109,2016-08-10,"2016","summer",""
"Mirrors",15,"No",44,"R","No","horror","mysteryandthriller",NA,"AlexandreAja","NewRegencyPictures",NA,112,2008-08-15,"2008","summer","Yes"
"Choose Connor",43,"No",47,"G","Yes","drama",NA,NA,"LucasElliotEberl","BlueCactusPictures",NA,109,2008-10-10,"2008","autumn","No"
"Disaster Movie",1,"No",21,"PG-13","No","comedy",NA,NA,"JasonFriedberg,AaronSeltzer","3intheBox","Yes",90,2008-08-29,"2008","summer","Yes"
"Bustin' Down The Door",79,"Yes",73,"G","Yes","documentary",NA,NA,"JeremyGosch","Fresh&Smoked",NA,95,2013-11-27,"2013","autumn",""
"Eden Lake",79,"Yes",66,"R","No","horror","mysteryandthriller",NA,"JamesWatkins","RollercoasterFilms,AramidEntertainmentFund",NA,91,2008-10-31,"2008","autumn","No"
"Humboldt County",60,"Yes",59,"R","No","drama","comedy",NA,"DarrenGrodsky,DannyJacobs","EmbarkProductions","Yes",96,2008-09-26,"2008","autumn","No"
"The End Of America",80,"Yes",73,"G","Yes","documentary",NA,NA,"RickiStern,AnneSundberg","LauraDawn,AvramLudwig,JohnBuffaloMailer,MichaelMailer",NA,74,NA,NA,NA,""
"Center Stage: Turn It Up",60,"Yes",58,"PG-13","No","drama",NA,NA,"StevenJacobson","Stage6Films,LaurenceMarkProductions","No",90,2016-04-19,"2016","spring",""
"Sunrise: A Song Of Two Humans",98,"Yes",92,"G","Yes","drama","romance",NA,"F.W.Murnau","FoxFilmCorporation",NA,110,2015-12-27,"2015","winter","Yes"
"The Women",14,"No",38,"PG-13","No","drama","comedy",NA,"DianeEnglish","JaggedFilms,InfernoDistribution,ShukovskyEnglish",NA,114,2008-09-12,"2008","summer","Yes"
"I Do (Prête-moi Ta Main)",53,"No",72,"G","Yes","romance",NA,NA,"ÉricLartigau",NA,"No",86,2016-10-21,"2016","autumn",""
"Welcome To Dongmakgol",86,"Yes",92,"G","Yes","drama","war","comedy","Kwang-HyunPark",NA,NA,133,2014-11-11,"2014","autumn",""
"The Dark Knight",94,"Yes",94,"PG-13","No","adventure","action","fantasy","ChristopherNolan","Syncopy","No",152,2008-07-18,"2008","summer","Yes"
"The Mummy: Tomb Of The Dragon Emperor",12,"No",30,"PG-13","No","action","adventure","fantasy","RobCohen","SeanDanielCompany,UniversalPictures,AlphavilleFilms,Relativity,ShanghaiFilmStudio","No",112,2008-08-01,"2008","summer","Yes"
"Death Race",42,"No",60,"R","No","action","mysteryandthriller",NA,"PaulW.S.Anderson","ImpactPictures,CWProductions","Yes",105,2008-08-22,"2008","summer","Yes"
"Pineapple Express",68,"Yes",73,"R","No","action","comedy",NA,"DavidGordonGreen","ApatowProductions","No",112,2008-08-06,"2008","summer","Yes"
"Burn After Reading",78,"Yes",65,"R","No","drama","comedy","mysteryandthriller","JoelCoen,EthanCoen","WorkingTitleFilms",NA,95,2008-09-12,"2008","summer","Yes"
"Savage Grace",38,"No",38,"G","Yes","drama",NA,NA,"TomKalin","KillerFilms,VidentiaFramesProduccionesS.L.,MonfortProduccionesS.L.","No",97,2008-05-30,"2008","spring","No"
"Eagle Eye",26,"No",62,"PG-13","No","mysteryandthriller","action",NA,"D.J.Caruso","Kurtzman/Orci","No",118,2008-09-26,"2008","autumn","Yes"
"The Wackness",70,"Yes",72,"R","No","drama","comedy",NA,"JonathanLevine","OccupantFilms,ShapiroLevineProductions",NA,110,2008-07-03,"2008","summer","No"
"La Fille Coupée En Deux (The Girl Cut In Two) (A Girl Cut In Two)",74,"Yes",37,"G","Yes","comedy",NA,NA,"ClaudeChabrol","CentreNationaldelaCinématographie(CNC),Rhône-AlpesCinéma,Canal+,AlicéléoCinéma,France2Cinéma,CinéCinéma,Alicéléo,IntegralFilm,RégionRhône-Alpes",NA,114,2008-08-15,"2008","summer","No"
"Battle For Haditha",68,"Yes",72,"R","No","drama","war",NA,"NickBroomfield","ChannelFourFilms",NA,93,2016-11-17,"2016","autumn",""
"Mamma Mia!",55,"No",66,"PG-13","No","musical","comedy",NA,"PhyllidaLloyd","PlaytoneProductions,Littlestar","No",109,2008-07-18,"2008","summer","Yes"
"The House Bunny",44,"No",50,"PG-13","No","comedy",NA,NA,"FredWolf","HappyMadisonProductions","No",97,2008-08-22,"2008","summer","Yes"
"Ghost Town",85,"Yes",60,"PG-13","No","fantasy","comedy","romance","DavidKoepp","PariahEntertainmentGroup","No",103,2008-09-19,"2008","summer","Yes"
"Le Fils De L'épicier (The Grocer's Son)",90,"Yes",75,"G","Yes","drama",NA,NA,"EricGuirado","TSProductions,CentrenationaldelaCinématographie",NA,96,2016-11-02,"2016","autumn",""
"American Teen",70,"Yes",59,"PG-13","No","documentary",NA,NA,"NanetteBurstein","FirehouseFilms,QuasiworldEntertainment",NA,100,2008-07-25,"2008","summer","No"
"Baghead",78,"Yes",49,"R","No","mysteryandthriller","comedy",NA,"JayDuplass,MarkDuplass","DuplassBrothers",NA,88,2008-09-12,"2008","summer","No"
"Hamlet 2",62,"Yes",56,"R","No","comedy",NA,NA,"AndrewFleming","FocusFeatures",NA,94,2008-08-27,"2008","summer","Yes"
"Che: Part Two (Guerrilla)",79,"Yes",66,"G","Yes","biography","drama",NA,"StevenSoderbergh","TelecincoCinema,MorenaFilms,GuerrillaFilmsInc.",NA,128,2009-01-09,"2009","winter","Yes"
"Sangre De Mi Sangre",79,"Yes",75,"G","Yes","drama","mysteryandthriller",NA,"ChristopherZalla","BenOdell,PerMelita",NA,111,2008-05-16,"2008","spring","No"
"Neo Ned",80,"Yes",75,"G","Yes","drama",NA,NA,"VanFischer","MarkBorman,ValerieMcCaffrey,DavidE.Allen",NA,97,2008-12-30,"2008","winter",""
"Towelhead",49,"No",58,"R","No","drama",NA,NA,"AlanBall","ThisIsThatProductions,IndianPaintbrush","Yes",128,2008-09-12,"2008","summer","No"
"Surfer, Dude",0,"No",26,"R","No","comedy",NA,NA,"S.R.Bindler","J.K.LivinProductions",NA,85,2008-09-12,"2008","summer","No"
"An American Carol",12,"No",47,"PG-13","No","comedy",NA,NA,"DavidZucker","MPower",NA,84,2008-10-03,"2008","autumn","No"
"Resident Evil: Degeneration",67,"Yes",57,"R","No","horror","action","animation","MakotoKamiya","SonyPicturesEntertainment,Capcom",NA,97,2012-04-16,"2012","spring",""
"Babylon",100,"Yes",41,"G","Yes","drama",NA,NA,"FrancoRosso",NA,"No",95,2019-03-08,"2019","winter","No"
"Dostana",87,"Yes",68,"G","Yes","romance",NA,NA,"TarunMansukhani","KaranJohar",NA,145,2008-11-14,"2008","autumn","No"
"Honra E Liberdade",40,"No",47,"R","No","adventure","history","drama","VincentWard","DonReynolds,ChrisAuty",NA,113,2016-08-10,"2016","summer",""
"Open Window",20,"No",33,"R","No","drama",NA,NA,"MiaGoldman",NA,NA,97,2017-01-20,"2017","winter",""
"Step Brothers",55,"No",69,"R","No","comedy",NA,NA,"AdamMcKay","ApatowProductions,MosaicMediaGroup",NA,95,2008-07-25,"2008","summer","Yes"
"Amu",82,"Yes",76,"G","Yes","drama",NA,NA,"ShonaliBose","ShonaliBose","Yes",102,2016-10-07,"2016","autumn",""
"White Dog",92,"Yes",73,"PG","No","horror","drama",NA,"SamuelFuller",NA,NA,90,2017-01-12,"2017","winter",""
"Fred Claus",21,"No",45,"PG","No","other","comedy",NA,"DavidDobkin","WarnerBros.,SilverPictures",NA,116,2007-11-08,"2007","autumn","Yes"
"The Chronicles Of Narnia: Prince Caspian",67,"Yes",73,"PG","No","fantasy","adventure","kidsandfamily","AndrewAdamson","WaldenMedia,SilverbellFilms,MarkJohnson","No",144,2008-05-16,"2008","spring","Yes"
"Dr. Seuss' Horton Hears A Who!",79,"Yes",73,"G","Yes","adventure","kidsandfamily","animation","JimmyHayward,SteveMartino","BlueSkyStudios,20thCenturyFoxAnimation","No",88,2008-03-14,"2008","winter","Yes"
"Over The GW",50,"No",80,"G","Yes","drama",NA,NA,"NickGaglia",NA,NA,75,2016-07-08,"2016","summer",""
"A Man Named Pearl",75,"Yes",89,"G","Yes","documentary",NA,NA,"ScottGalloway,BrentPierson","ScottGalloway",NA,78,2017-05-22,"2017","spring",""
"Rise Of The Footsoldier",14,"No",83,"R","No","crime","drama",NA,"JulianGilbey","CarnabyInternational,HanoverFilms","No",119,2016-05-10,"2016","spring",""
"Wanted",71,"Yes",69,"R","No","action","mysteryandthriller",NA,"TimurBekmambetov","MarcPlattProductions,UniversalPictures,StillkingFilms","No",110,2008-06-27,"2008","summer","Yes"
"Anamorph",27,"No",24,"R","No","crime","mysteryandthriller","drama","H.S.Miller","KamalaFilms","No",104,2008-04-16,"2008","spring","No"
"The X-Files: I Want To Believe (The X Files 2)",31,"No",32,"PG-13","No","scifi","mysteryandthriller",NA,"ChrisCarter","20thCenturyFox,TenThirteenProductions","No",104,2008-07-25,"2008","summer","Yes"
"Hancock",41,"No",59,"PG-13","No","fantasy","action","comedy","PeterBerg","BlueLight,OverbrookEntertainment,WeedRoadPictures","No",92,2008-07-02,"2008","summer","Yes"
"Welcome To The Sticks",67,"Yes",78,"G","Yes","comedy",NA,NA,"DanyBoon","CentreNationaldelaCinematographie,LesProductionsduChicon,CRRAV,RégionNord-Pas-de-Calais,PathéRennProductions,CinéCinéma,HirschProductions,TF1FilmsProduction,Canal+",NA,106,2016-11-02,"2016","autumn",""
"The Trap (Klopka)",60,"Yes",87,"G","Yes","drama",NA,NA,"SrdanGolubovic","FilmHouseBasCelik,MediopolisFilm-undFernsehproduktion",NA,106,2016-12-31,"2016","winter",""
"Make It Happen",22,"No",40,"PG-13","No","drama",NA,NA,"DarrenGrant","TheMayhemProject",NA,90,2016-08-10,"2016","summer",""
"Fly Me To The Moon",20,"No",24,"G","Yes","fantasy","adventure","kidsandfamily","BenStassen","nWavePictures","No",89,2008-08-15,"2008","summer","Yes"
"Diminished Capacity",35,"No",37,"G","Yes","romance",NA,NA,"TerryKinney",NA,NA,87,2008-07-04,"2008","summer","No"
"Flow: For Love Of Water",81,"Yes",78,"G","Yes","documentary",NA,NA,"IrenaSalina","StevenStarrProductions,TheGroupEntertainment",NA,93,2008-09-12,"2008","summer","No"
"Man On Wire",100,"Yes",87,"PG-13","No","documentary",NA,NA,"JamesMarsh","DiscoveryFilms,UKFilmCouncil",NA,90,2008-07-25,"2008","summer","No"
"Meet Dave",20,"No",35,"PG","No","scifi","kidsandfamily","comedy","BrianRobbins","GuyWalksintoaBarProductions,FriendlyProductions",NA,90,2008-07-11,"2008","summer","Yes"
"Space Chimps",33,"No",33,"G","Yes","adventure","kidsandfamily","animation","KirkDeMicco","VanguardAnimation",NA,81,2008-07-18,"2008","summer","Yes"
"Kiss The Bride",38,"No",45,"R","No","romance",NA,NA,"C.JayCox","ShadowFactory,here!,Films","No",115,2008-04-18,"2008","spring","No"
"Hofshat Kaits (My Father My Lord)",95,"Yes",75,"G","Yes","drama",NA,NA,"DavidVolach","EyalShiray",NA,74,2008-07-11,"2008","summer","No"
"The Longshots",41,"No",61,"PG","No","drama","comedy",NA,"FredDurst","DimensionFilms,Cubevision","No",94,2008-08-22,"2008","summer","Yes"
"Another Gay Sequel: Gays Gone Wild!",22,"No",34,"G","Yes","comedy",NA,NA,"ToddStephens","DerekCurl,ToddStephens",NA,98,2008-08-29,"2008","summer","No"
"Golmaal Returns",0,"No",33,"G","Yes","comedy",NA,NA,"RohitShetty",NA,NA,135,2016-01-18,"2016","winter",""
"24: Redemption",80,"Yes",67,"TV14","No","crime","action","mysteryandthriller","JonCassar",NA,"No",90,2017-01-11,"2017","winter",""
"Quo Vadis?",88,"Yes",73,"G","Yes","history","drama",NA,"MervynLeRoy","MetroGoldwynMayer",NA,171,2015-09-11,"2015","summer",""
"Goal II: Living The Dream",39,"No",62,"PG-13","No","drama",NA,NA,"JaumeCollet-Serra","MilkshakeFilms",NA,115,2016-07-29,"2016","summer",""
"Milarepa",41,"No",61,"PG","No","adventure","action","drama","NetenChokling",NA,NA,90,2017-10-07,"2017","autumn",""
"The Good Life",20,"No",53,"R","No","drama",NA,NA,"StephenBerra",NA,NA,90,2017-03-10,"2017","winter",""
"Abraham Lincoln",82,"Yes",40,"G","Yes","biography",NA,NA,"D.W.Griffith","D.W.GriffithProductions,FeatureProductions",NA,97,2013-12-03,"2013","autumn",""
"Ride Lonesome",86,"Yes",72,"G","Yes","western",NA,NA,"BuddBoetticher","ColumbiaPicturesCorporation",NA,73,2013-01-01,"2013","winter",""
"Mister Lonely",47,"No",57,"G","Yes","drama","comedy",NA,"HarmonyKorine","NadjaRomain",NA,112,2008-05-02,"2008","spring","No"
"What We Do Is Secret",45,"No",53,"R","No","biography","drama",NA,"RodgerGrossman","CoalitionFilms,FoundationFilms",NA,92,2016-03-24,"2016","spring",""
"The Girl Who Leapt Through Time",83,"Yes",90,"G","Yes","scifi","anime","drama","MamoruHosoda",NA,"No",98,2016-08-10,"2016","summer",""
"The Tall T",100,"Yes",83,"G","Yes","western",NA,NA,"BuddBoetticher","ColumbiaPictures","No",78,2014-05-31,"2014","spring",""
"Get Smart",50,"No",67,"PG-13","No","comedy","action",NA,"PeterSegal","MadChance,CallahanFilmworks,MosaicMediaGroup","No",111,2008-06-20,"2008","spring","Yes"
"Hallam Foe (Mister Foe)",73,"Yes",72,"R","No","drama","romance",NA,"DavidMackenzie","ScottishScreen,FilmFour,LunarFilms,IngeniousFilmPartners","No",95,2008-09-05,"2008","summer","No"
"WALL-E",95,"Yes",90,"G","Yes","animation","comedy","scifi","AndrewStanton","PixarAnimationStudios","No",97,2008-06-27,"2008","summer","Yes"
"Kung Fu Panda",87,"Yes",83,"PG","No","adventure","kidsandfamily","animation","JohnStevenson,MarkOsborne","DreamWorksAnimation","No",91,2008-06-06,"2008","spring","Yes"
"Hellboy II: The Golden Army (Hellboy 2)",86,"Yes",71,"PG-13","No","fantasy","action","scifi","GuillermodelToro","UniversalPictures,DarkHorseEntertainment","Yes",122,2008-07-11,"2008","summer","Yes"
"When Did You Last See Your Father?",72,"Yes",64,"PG-13","No","biography","drama",NA,"AnandTucker","AudleyFilms,IntandemFilms,Film4,EMMedia,UKFilmCouncil,Number9Films",NA,92,2008-06-06,"2008","spring","No"
"The Sisterhood Of The Traveling Pants 2",66,"Yes",66,"PG-13","No","drama","comedy","romance","SanaaHamri","DiNoviPictures,DebraMartinChase","No",111,2008-08-06,"2008","summer","Yes"
"This Christmas",55,"No",81,"PG-13","No","other","drama","comedy","PrestonA.WhitmoreII","RainforestProductions",NA,117,2007-11-21,"2007","autumn","Yes"
"Sukiyaki Western Django",56,"No",57,"R","No","action","western",NA,"TakashiMiike","A-Team,Dentsu",NA,122,2008-08-29,"2008","summer","No"
"Encounters At The End Of The World",94,"Yes",83,"G","Yes","documentary",NA,NA,"WernerHerzog","CreativeDifferences,DiscoveryFilms","Yes",99,2008-06-11,"2008","spring","No"
"Garbage Warrior",83,"Yes",85,"G","Yes","documentary",NA,NA,"OliverHodge","RachelWexler",NA,86,2017-11-18,"2017","autumn",""
"Noëlle",57,"No",55,"PG","No","other","drama","romance","DavidWall","VoloFilms,Gener8XionEntertainment",NA,101,2007-12-07,"2007","autumn","No"
"The Perfect Holiday",19,"No",52,"PG","No","other","kidsandfamily","romance","LanceRivera","CapitalArtsEntertainment","No",96,2007-12-12,"2007","autumn","Yes"
"Liberty Kid",88,"Yes",73,"G","Yes","drama",NA,NA,"IlyaChaiken",NA,NA,92,2017-02-08,"2017","winter",""
"Tropic Thunder",82,"Yes",70,"R","No","action","comedy",NA,"BenStiller","RedHourFilms,DreamWorksSKG","No",107,2008-08-13,"2008","summer","Yes"
"Gonzo: The Life And Work Of Hunter S. Thompson",87,"Yes",82,"R","No","documentary",NA,NA,"AlexGibney","HDNet",NA,118,2008-07-04,"2008","summer","No"
"Up The Yangtze",96,"Yes",83,"G","Yes","documentary",NA,NA,"YungChang",NA,NA,93,2008-04-25,"2008","spring","No"
"Star Wars: The Clone Wars",18,"No",39,"PG","No","action","animation","fantasy","DaveFiloni","LucasfilmLtd.","No",98,2008-08-15,"2008","summer","Yes"
"Homo Erectus (National Lampoon's The Stoned Age)",17,"No",10,"R","No","comedy",NA,NA,"AdamRifkin","BurntOrange",NA,87,2013-11-27,"2013","autumn",""
"Garden Party",15,"No",25,"G","Yes","drama",NA,NA,"JasonFreeland","JasonFreeland,TimYoud",NA,90,2008-07-11,"2008","summer","No"
"Wild Combination: A Portrait Of Arthur Russell",100,"Yes",82,"G","Yes","documentary","romance",NA,"MattWolf","PolariPictures",NA,70,2017-03-31,"2017","spring",""
"Beer For My Horses",0,"No",62,"PG-13","No","adventure","action","comedy","MichaelSalomon","ShowDogProductions",NA,93,2008-08-08,"2008","summer","No"
"Kiss Of The Spider Woman",87,"Yes",81,"R","No","drama",NA,NA,"HectorBabenco","DavidWeisman",NA,119,1985-06-29,"1985","summer","Yes"
"The Wild Parrots Of Telegraph Hill",95,"Yes",85,"G","Yes","documentary",NA,NA,"JudyIrving","JudyIrving",NA,83,2016-08-17,"2016","summer",""
"Yukinojo Henge (An Actor's Revenge)",95,"Yes",82,"G","Yes","drama",NA,NA,"KonIchikawa",NA,NA,113,2018-02-21,"2018","winter",""
"Shadow Company",86,"Yes",85,"G","Yes","documentary",NA,NA,"NickBicanic,JasonBourque","NickBicanic,RemyKozak",NA,86,2016-07-08,"2016","summer",""
"Poultrygeist: Night Of The Chicken Dead",65,"Yes",65,"G","Yes","horror","musical","comedy","LloydKaufman","TromaEntertainmentInc.",NA,103,2009-04-17,"2009","spring","No"
"The Go-Getter",42,"No",61,"R","No","drama","comedy",NA,"MartinHynes","LucyBarzunDonnelly,LoriChristopher,LarryFurlong","Yes",93,2008-06-06,"2008","spring","No"
"Tortilla Heaven",25,"No",34,"PG-13","No","comedy",NA,NA,"JudyHechtDumontet","GilbertDumontet,JudyHechtDumontet,JoseM.Iturralde",NA,97,2019-03-07,"2019","winter",""
"The Strangers",48,"No",48,"R","No","horror","mysteryandthriller",NA,"BryanBertino","IntrepidPictures,RoguePictures,MandatePictures,Vertigo","Yes",85,2008-05-30,"2008","spring","Yes"
"Tuya's Marriage",95,"Yes",83,"G","Yes","drama","romance",NA,"QuananWang",NA,NA,96,2012-05-09,"2012","spring",""
"A Walk Into The Sea: Danny Williams And The Warhol Factory",79,"Yes",59,"G","Yes","documentary",NA,NA,"EstherRobinson","Chicken&EggPictures",NA,75,2017-01-19,"2017","winter",""
"The Incredible Hulk",67,"Yes",70,"PG-13","No","adventure","action","scifi","LouisLeterrier","MarvelFilms,ValhallaMotionPictures","No",112,2008-06-13,"2008","spring","Yes"
"Billy The Kid",81,"Yes",86,"G","Yes","documentary",NA,NA,"JenniferVenditti","isotopefilms,EightFilms",NA,85,2017-05-22,"2017","spring","No"
"The Stone Angel",44,"No",58,"R","No","drama",NA,NA,"KariSkogland","Alliance,BuffaloGalPictures",NA,115,2008-07-11,"2008","summer","No"
"Kit Kittredge: An American Girl",80,"Yes",69,"G","Yes","kidsandfamily","drama","comedy","PatriciaRozema","HBOFilms,NewLineCinema","No",100,2008-07-02,"2008","summer","Yes"
"Journey To The Center Of The Earth",61,"Yes",51,"PG","No","action","fantasy","scifi","EricBrevig","NewLineCinema,WaldenMedia",NA,93,2008-07-11,"2008","summer","Yes"
"Zombie Strippers",39,"No",30,"R","No","horror","comedy",NA,"JayLee","Stage6Films",NA,94,2008-04-18,"2008","spring","No"
"Runnin' Down A Dream: Tom Petty And The Heartbreakers",100,"Yes",92,"G","Yes","documentary",NA,NA,"PeterBogdanovich","SkotBright,GeorgeDrakoulias",NA,238,2008-03-03,"2008","winter","No"
"Tropa De Elite (The Elite Squad)",53,"No",87,"R","No","action","crime","mysteryandthriller","JoséPadilha","QuantaCentrodeProduções,ZazenProducoes,EstúdiosMega,WeinsteinCompany,UniversalPictures",NA,114,2008-09-19,"2008","summer","No"
"Death Defying Acts",42,"No",26,"PG","No","drama","romance","mysteryandthriller","GillianArmstrong","AustralianFilmFinanceCorporation,BBCFilms,MyriadPictures",NA,97,2008-07-11,"2008","summer","No"
"Kid Galahad",100,"Yes",68,"G","Yes","drama",NA,NA,"MichaelCurtiz","WarnerBros.",NA,101,2016-11-21,"2016","autumn",""
"Transsiberian",91,"Yes",65,"R","No","crime","mysteryandthriller","drama","BradAnderson","TelecincoCinema,Filmax,CastelaoProduccionesS.A.,Canal+España,ScoutProductions",NA,111,2008-07-18,"2008","summer","No"
